Box,Wall,0.333333,0.333333,32,800,,,,
Box,Wall,768.333,0.333333,32,800,,,,
Box,Floor,32.3333,768.333,352,32,,,,
Box,Floor,192.333,128.333,64,32,,,,
Box,Floor,544.333,128.333,64,32,,,,
Box,Floor,736.333,672.333,32,32,,,,
Box,Floor,672.083,352.792,29.75,29.625,,,,
Box,Wall,286.335,672.897,2,29.6667,,,,
Box,Wall,702.097,352.693,2,29.6667,,,,
Box,Wall,158.097,286.693,2,95.1212,,,,
Box,Wall,704.333,704.333,64,64,,,,
Box,Floor,32.3333,576.333,352,30,,,,
Box,Floor,32.3333,576.333,352,30,,,,
Box,Floor,32.3861,672.765,253.5,29.4886,,,,
Box,Floor,480.886,480.515,288,29.4886,,,,
Box,Floor,224.594,160.599,544,29.4886,,,,
Box,Floor,416.697,640.387,64,29.8697,,,,
Box,Floor,96.3333,448.333,384.095,30,,,,
Box,Ceiling,32.3333,606.333,352,2,,,,
Box,Ceiling,32.3333,606.333,352,2,,,,
Box,Ceiling,32.3861,702.254,256,1.96591,,,,
Box,Ceiling,480.886,510.004,288,1.96591,,,,
Box,Ceiling,32.5527,382.671,672,1.96591,,,,
Box,Ceiling,224.594,190.087,544,1.96591,,,,
Box,Ceiling,416.697,670.257,224,1.96631,,,,
Box,Ceiling,96.3333,478.333,384,2,,,,
Box,Ceiling,32.3333,0.333333,736,32,,,,
Box,Ceiling,672.333,512.333,96,32,,,,
Box,Ceiling,736.333,544.333,32,32,,,,
Ramp,Floor,608.333,128.333,0,0,31.8125,31.9375,-0.0625,32
Ramp,Floor,480.43,448.347,0,0,31.8671,32.2533,-0.0626072,32.3164
Ramp,Floor,608.333,640.307,0,0,31.8125,29.9848,-0.0625,30.0435
Ramp,Floor,256.427,128.333,0,0,31.8125,31.9375,-0.0625,32
Ramp,Floor,384.58,576.546,0,0,63.9993,63.4667,-0.125735,63.5909
Ramp,Ceiling,416.424,672.333,0,0,-31.2727,-31.7273,0,-31.8182
Ramp,Ceiling,384.333,640.333,0,0,-31.2727,-31.7273,0,-31.8182
Ramp,Ceiling,480.746,512.203,0,0,-31.5771,-31.7273,0,-31.8182
Ramp,Ceiling,224.506,192.17,0,0,-31.5771,-31.7273,0,-31.8182
Ramp,Ceiling,672.333,544.333,0,0,-31.5771,-31.7273,0,-31.8182
Ramp,Ceiling,736.333,576.333,0,0,-31.5771,-31.7273,0,-31.8182
Ramp,Floor,544.242,128.424,0,0,0.0909091,31.9091,-31.7273,32
Ramp,Floor,736.242,672.237,0,0,0.0909091,31.9091,-31.7273,32
Ramp,Floor,192.247,128.424,0,0,0.0860877,29.8525,-30.0446,29.9375
Box,Ceiling,160.333,158.333,32,2,,,,
Sensor,SF,672.697,94.719,64,70,,,,
Sensor,SW,416.333,92.878,64,70,,,,
Block,Box,238.666,530.333,45,45,,,,
Block,Box,53.9993,173.666,45,45,,,,
Block,Box,53.3327,220.333,64,64,,,,
Box,Floor,640.333,768.333,128,32,,,,
Box,Floor,480.333,768.333,64,32,,,,
Box,Floor,384.333,784.333,96,16,,,,
Box,Floor,544.333,784.333,96,16,,,,
Ramp,Floor,480.106,768.492,0,0,0.0909091,15.8639,-31.7273,15.9091
Ramp,Floor,640.151,768.515,0,0,0.0909091,15.8639,-31.7273,15.9091
Ramp,Floor,384.424,768.606,0,0,-0.0909091,15.8639,31.7273,15.9091
Ramp,Floor,544.606,768.424,0,0,-0.0909091,15.8639,31.7273,15.9091
Box,Floor,576.333,640.383,32,29.8697,,,,
Box,Floor,480.75,656.25,96,13.875,,,,
Ramp,Floor,480.801,640.497,0,0,-0.0909091,15.8639,31.7273,15.9091
Sensor,DF,419.606,698.148,24,24,,,,
Sensor,DF,517.273,573.148,24,24,,,,
Sensor,DW,256.44,402.44,24,24,,,,
Sensor,DW,580.606,698.815,24,24,,,,
Sensor,LFC,416.333,768.333,32,16,,,,
Sensor,LFL,384.333,768.333,0,0,,,,
Sensor,LFR,448.333,768.333,0,0,,,,
Sensor,LBC,512.333,640.333,32,16,,,,
Sensor,LBL,480.333,640.333,0,0,,,,
Sensor,LBR,544.333,640.333,0,0,,,,
Sensor,LWC,576.333,768.333,32,16,,,,
Sensor,LWL,544.333,768.333,0,0,,,,
Sensor,LWR,608.333,768.333,0,0,,,,
Ramp,Floor,576.06,640.181,0,0,0.0909091,15.8639,-31.7273,15.9091
Platform,0,704.333,352.33,64,16,480,320,2,Red
Platform,0,576.22,224.196,32,8,382,192,2,Red
Platform,0,499.47,256.196,32,8,382,192,2,Red
Platform,0,439.47,300.862,32,8,382,192,2,Red
Platform,0,377.47,218.529,32,8,382,192,2,Red
Platform,0,316.136,298.529,32,8,382,192,2,Red
Platform,0,264.47,260.196,32,8,382,192,2,Red
Platform,0,200.136,301.529,32,8,382,192,2,Red
Platform,0,32,448.333,64,16,576,448,2,Red
Player,WaterGirl,64.999636273783,624.022867062021,32,32,,,,
Player,FireBoy,68.3104487274524,721.930285890783,32,32,,,,
Button,,128,559.33,24,16,,,,
Box,Floor,160.375,368.521,512,13.875,,,,
Ramp,Floor,160.805,352.2,0,0,-0.0909091,15.8639,31.7273,15.9091
Sensor,LBC,607.958,352.604,32,16,,,,
Sensor,LBC,192.333,352.604,32,16,,,,
Sensor,LBC,224.33,352.604,32,16,,,,
Sensor,LBC,256.33,352.604,32,16,,,,
Sensor,LBC,288.33,352.604,32,16,,,,
Sensor,LBC,320.33,352.604,32,16,,,,
Sensor,LBC,352.33,352.604,32,16,,,,
Sensor,LBC,384.33,352.604,32,16,,,,
Sensor,LBC,416.33,352.604,32,16,,,,
Sensor,LBC,448.33,352.604,32,16,,,,
Sensor,LBC,480.33,352.604,32,16,,,,
Sensor,LBC,512.33,352.604,32,16,,,,
Sensor,LBC,544.33,352.604,32,16,,,,
Sensor,LBC,576.33,352.604,32,16,,,,
Sensor,LBL,160.337,352.036,0,0,,,,
Sensor,LBR,639.958,352.604,0,0,,,,
Ramp,Floor,671.685,352.452,0,0,0.0909091,15.8639,-31.7273,15.9091
Box,Floor,33,285.5,124.5,96,,,,
Block,Box,119.125,250.75,29,32,,,,
